"編號","證券代號","證券名稱","累計次數","注意交易資訊","日期","收盤價","本益比",
"2","2404","漢唐","20","六個營業日起迄兩個營業日收盤價價差達155.00元且當日收盤價為最近六個營業日收盤價最高者﹝第十一款﹞","114.08.27","1190.00   ","31.56     ",
"2","3167","大量","20","最近九十個營業日起迄兩個營業日之收盤價漲幅達234.12% ﹝第二款﹞。","114.08.27","210.50    ","48.95     ",
"2","3305","昇貿","20",="08月26日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率60.67%，且08月26日當日沖銷成交量占該日總成交量比率67.41%﹝第十三款﹞","114.08.27","121.50    ","42.19     ",
"2","3715","定穎投控","20","最近六十個營業日起迄兩個營業日之收盤價漲幅達162.41% 。最近九十個營業日起迄兩個營業日之收盤價漲幅達196.83% ﹝第二款﹞。最近六個營業日之累積週轉率為105.29% 。且08月27日之週轉率為15.85%﹝第十款﹞。","114.08.27","111.00    ","32.36     ",
"2","4722","國精化","20","最近三十個營業日起迄兩個營業日之收盤價漲幅達107.24% 。最近九十個營業日起迄兩個營業日之收盤價漲幅達184.79% ﹝第二款﹞。","114.08.27","143.00    ","96.62     ",
"2","5484","慧友","20","最近六個營業日累積收盤價漲幅達27.77%。且08月27日之成交量為最近六十個營業日日平均成交量之7.09倍﹝第三款﹞。","114.08.27","49.20     ","-----     ",
"2","6442","光聖","20",="08月26日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率63.63%，且08月26日當日沖銷成交量占該日總成交量比率68.41%﹝第十三款﹞","114.08.27","881.00    ","55.24     ",
"2","6449","鈺邦","20","最近六個營業日累積收盤價漲幅達35.64%﹝第一款﹞。","114.08.27","185.50    ","33.01     ",
"2","6558","興能高","20","最近六個營業日之累積週轉率為60.46%。且08月27日之週轉率為12.19%﹝第十款﹞。","114.08.27","56.00     ","-----     ",
"2","6672","騰輝電子-KY","20","最近六個營業日之累積週轉率為77.11%。且08月27日之週轉率為16.02%﹝第十款﹞。","114.08.27","105.50    ","25.42     ",
"2","6805","富世達","20","最近九十個營業日起迄兩個營業日之收盤價漲幅達208.89% ﹝第二款﹞。六個營業日起迄兩個營業日收盤價價差達155.00元且當日收盤價為最近六個營業日收盤價最高者﹝第十一款﹞","114.08.27","1155.00   ","55.21     ",
"2","8033","雷虎","20","最近六個營業日累積收盤價漲幅達35.53%。且六個營業日起迄兩個營業日收盤價價差達54.00 元﹝第一款﹞。且08月27日之週轉率為28.72%﹝第四款﹞。最近三十個營業日起迄兩個營業日之收盤價漲幅達178.74% 。最近六十個營業日起迄兩個營業日之收盤價漲幅達198.48% 。最近九十個營業日起迄兩個營業日之收盤價漲幅達211.61% ﹝第二款﹞。08月27日之本益比為 256.52，且股價淨值比為14.58 。另當日週轉率為28.72%，且其股價淨值比較該類股股價淨值比四倍以上﹝第六款﹞。","114.08.27","177.00    ","256.52    ",
"2","8201","無敵","20","最近六個營業日累積收盤價漲幅達41.28%﹝第一款﹞。","114.08.27","18.20     ","-----     ",
"2","8222","寶一","20",="08月26日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率61.93%，且08月26日當日沖銷成交量占該日總成交量比率64.24%﹝第十三款﹞","114.08.27","55.30     ","79.00     ",
"2","8374","羅昇","20",="08月26日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率64.49%，且08月26日當日沖銷成交量占該日總成交量比率74.56%﹝第十三款﹞","114.08.27","115.00    ","111.65    ",
"3",="068886","楠梓電元富49購01","19","最近六個營業日累積收盤價漲幅達40.03%﹝第一款﹞。","114.08.26","15.50     ","-----     ",
"3",="084821","楠梓電國票51購01","19","最近六個營業日累積收盤價漲幅達32.30%﹝第一款﹞。","114.08.26","23.70     ","-----     ",
"3","2328","廣宇","19","最近六個營業日累積收盤價漲幅達28.18%。且08月26日之成交量為最近六十個營業日日平均成交量之5.39倍﹝第三款﹞。且08月26日之週轉率為28.05%﹝第四款﹞。","114.08.26","62.00     ","30.54     ",
"3","2420","新巨","19",="08月25日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率19.47%，且08月25日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為7.51倍﹝第十二款﹞","114.08.26","54.80     ","14.50     ",
"3","2455","全新","19",="08月26日之本益比為60.55，且股價淨值比為10.06 。另當日週轉率為 6.50%，暨美商高盛證券商成交買進金額達新臺幣壹億元以上，且占當日該有價證券總成交金額比率為10.78%。單一投資人當日買進該有價證券之成交金額占當日該有價證券總成交金額比率10%以上，且達新台幣壹億元以上﹝第六款﹞。","114.08.26","155.00    ","60.55     ",
"3","3443","創意","19","六個營業日起迄兩個營業日收盤價價差達200.00元且當日收盤價為最近六個營業日收盤價最高者﹝第十一款﹞","114.08.26","1395.00   ","51.59     ",
"3","3535","晶彩科","19","最近六個營業日累積收盤價漲幅達26.39%。且08月26日之週轉率為50.14%﹝第四款﹞。08月25日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率62.78%，且08月25日當日沖銷成交量占該日總成交量比率73.92%﹝第十三款﹞","114.08.26","74.30     ","-----     ",
"3","3653","健策","19","六個營業日起迄兩個營業日收盤價價差達305.00元且當日收盤價為最近六個營業日收盤價最高者﹝第十一款﹞","114.08.26","1965.00   ","64.45     ",
"3","4564","元翎","19","最近六個營業日累積收盤價漲幅達26.24%。且08月26日之成交量為最近六十個營業日日平均成交量之15.56 倍﹝第三款﹞。","114.08.26","19.85     ","-----     ",
"3","4722","國精化","19","最近六個營業日累積收盤價漲幅達38.92%﹝第一款﹞。且08月26日美林證券商買進之比率為27.12%﹝第五款﹞。最近三十個營業日起迄兩個營業日之收盤價漲幅達103.75% 。最近九十個營業日起迄兩個營業日之收盤價漲幅達174.88% ﹝第二款﹞。","114.08.26","141.00    ","95.27     ",
"3","4916","事欣科","19","最近六個營業日之累積週轉率為203.77% 。且08月26日之週轉率為39.08%﹝第十款﹞。","114.08.26","64.90     ","45.70     ",
"3","5284","jpp-KY","19","最近六個營業日之累積週轉率為55.33%。且08月26日之週轉率為20.54%﹝第十款﹞。","114.08.26","264.50    ","56.64     ",
"3","6442","光聖","19","最近六個營業日之累積週轉率為50.19%。且08月26日之週轉率為11.24%﹝第十款﹞。","114.08.26","872.00    ","54.67     ",
"3","6449","鈺邦","19","最近六個營業日累積收盤價漲幅達32.87%﹝第一款﹞。且08月26日之成交量為最近六十個營業日日平均成交量之8.64倍﹝第三款﹞。且08月26日之週轉率為10.87%﹝第四款﹞。","114.08.26","178.50    ","31.76     ",
"3","6805","富世達","19","最近九十個營業日起迄兩個營業日之收盤價漲幅達207.05% ﹝第二款﹞。","114.08.26","1145.00   ","54.73     ",
"3","8033","雷虎","19",="08月26日之本益比為 233.33，且股價淨值比為13.26 。另當日週轉率為 8.66%，暨摩根大通證券商成交買進金額達新臺幣壹億元以上，且占當日該有價證券總成交金額比率為10.52%。單一投資人當日買進該有價證券之成交金額占當日該有價證券總成交金額比率10%以上，且達新台幣壹億元以上。且其股價淨值比較該類股股價淨值比四倍以上﹝第六款﹞。","114.08.26","161.00    ","233.33    ",
"3","8201","無敵","19","最近六個營業日累積收盤價漲幅達55.56%﹝第一款﹞。且08月26日之成交量為最近六十個營業日日平均成交量之23.64 倍﹝第三款﹞。","114.08.26","19.05     ","-----     ",
"3","8249","菱光","19","最近六個營業日之累積週轉率為62.78%。且08月26日之週轉率為32.80%﹝第十款﹞。","114.08.26","62.90     ","17.05     ",
"3","8996","高力","19",="08月26日之本益比為63.88，且股價淨值比為11.17 。另當日週轉率為 7.10%，暨台灣摩根證券商成交賣出金額達新臺幣壹億元以上，且占當日該有價證券總成交金額比率為11.05%。單一投資人當日賣出該有價證券之成交金額占當日該有價證券總成交金額比率10%以上，且達新台幣壹億元以上﹝第六款﹞。","114.08.26","389.00    ","63.88     ",
"4",="031966","宏達電元大54購01","24","最近六個營業日累積收盤價漲幅達57.54%﹝第一款﹞。","114.08.25","10.80     ","-----     ",
"4",="076688","臻鼎群益53購01","24","最近六個營業日累積收盤價漲幅達35.56%﹝第一款﹞。","114.08.25","5.50      ","-----     ",
"4",="084821","楠梓電國票51購01","24","最近六個營業日累積收盤價漲幅達32.62%﹝第一款﹞。","114.08.25","21.60     ","-----     ",
"4","1504","東元","24","最近六個營業日累積收盤價漲幅達30.26%。且08月25日之成交量為最近六十個營業日日平均成交量之7.53倍﹝第三款﹞。","114.08.25","74.20     ","28.11     ",
"4","2328","廣宇","24","最近六個營業日累積收盤價漲幅達25.09%。且08月25日之週轉率為11.36%﹝第四款﹞。","114.08.25","59.40     ","29.26     ",
"4","2380","虹光","24","最近六個營業日累積收盤價漲幅達33.40%﹝第一款﹞。","114.08.25","6.82      ","-----     ",
"4","2420","新巨","24",="08月22日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率20.66%，且08月22日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為8.30倍﹝第十二款﹞","114.08.25","58.80     ","15.56     ",
"4","2491","吉祥全","24","最近六個營業日累積收盤價漲幅達34.16%﹝第一款﹞。","114.08.25","14.55     ","-----     ",
"4","2498","宏達電","24","最近六個營業日累積收盤價漲幅達26.00%。且08月25日之成交量為最近六十個營業日日平均成交量之5.39倍﹝第三款﹞。且08月25日之週轉率為11.57%﹝第四款﹞。","114.08.25","60.00     ","30.61     ",
"4","2645","長榮航太","24",="08月22日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率60.21%，且08月22日當日沖銷成交量占該日總成交量比率73.30%﹝第十三款﹞","114.08.25","188.50    ","42.74     ",
"4","3167","大量","24","最近六個營業日之累積週轉率為145.62% 。且08月25日之週轉率為12.98%﹝第十款﹞。","114.08.25","211.00    ","49.07     ",
"4","3535","晶彩科","24","最近六個營業日累積收盤價漲幅達30.34%。且08月25日之週轉率為60.34%﹝第四款﹞。最近六十個營業日起迄兩個營業日之收盤價漲幅達130.15% ﹝第二款﹞。","114.08.25","74.30     ","-----     ",
"4","3706","神達","24","最近六個營業日之累積週轉率為53.07%。且08月25日之週轉率為10.20%﹝第十款﹞。","114.08.25","98.70     ","23.90     ",
"4","3708","上緯投控","24","最近六個營業日之累積週轉率為67.94%。且08月25日之週轉率為29.87%﹝第十款﹞。","114.08.25","141.50    ","104.81    ",
"4","3715","定穎投控","24","最近六十個營業日起迄兩個營業日之收盤價漲幅達158.98% ﹝第二款﹞。","114.08.25","104.50    ","30.47     ",
"4","4564","元翎","24","最近六個營業日累積收盤價漲幅達26.50%。且08月25日之成交量為最近六十個營業日日平均成交量之6.10倍﹝第三款﹞。","114.08.25","19.45     ","-----     ",
"4","4722","國精化","24","最近六個營業日累積收盤價漲幅達39.14%﹝第一款﹞。","114.08.25","128.50    ","86.82     ",
"4","4916","事欣科","24",="08月22日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率60.24%，且08月22日當日沖銷成交量占該日總成交量比率70.90%﹝第十三款﹞","114.08.25","61.90     ","43.59     ",
"4","6666","羅麗芬-KY","24","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.19倍。當日之成交量較最近六十個營業日之平均成交量放大為 12.67倍﹝第九款﹞。","114.08.25","56.10     ","28.33     ",
"4","6805","富世達","24","最近九十個營業日起迄兩個營業日之收盤價漲幅達175.29% ﹝第二款﹞。","114.08.25","1140.00   ","54.49     ",
"4","6919","康霈*","24","最近九十個營業日起迄兩個營業日之收盤價漲幅達229.12% ﹝第二款﹞。","114.08.25","195.50    ","-----     ",
"4","8021","尖點","24","最近六十個營業日起迄兩個營業日之收盤價漲幅達225.70% 。最近九十個營業日起迄兩個營業日之收盤價漲幅達256.45% ﹝第二款﹞。最近六個營業日之累積週轉率為72.33%。且08月25日之週轉率為39.80%﹝第十款﹞。","114.08.25","91.30     ","52.17     ",
"4","8033","雷虎","24",="08月25日之本益比為 212.32，且股價淨值比為12.07 。另當日週轉率為15.40%，暨元大證券商成交賣出金額達新臺幣壹億元以上，且占當日該有價證券總成交金額比率為27.50%。單一投資人當日買進該有價證券之成交金額占當日該有價證券總成交金額比率10%以上，且達新台幣壹億元以上。且其股價淨值比較該類股股價淨值比四倍以上﹝第六款﹞。最近六個營業日之累積週轉率為52.78%。且08月25日之週轉率為15.40%﹝第十款﹞。","114.08.25","146.50    ","212.32    ",
"4","8201","無敵","24","最近六個營業日累積收盤價漲幅達50.04%﹝第一款﹞。且08月25日之成交量為最近六十個營業日日平均成交量之15.10 倍﹝第三款﹞。","114.08.25","17.90     ","-----     ",
"5",="031966","宏達電元大54購01","19","最近六個營業日累積收盤價漲幅達58.18%﹝第一款﹞。","114.08.22","9.45      ","-----     ",
"5","2316","楠梓電","19",="08月21日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率67.16%，且08月21日當日沖銷成交量占該日總成交量比率70.96%﹝第十三款﹞","114.08.22","107.50    ","13.54     ",
"5","2380","虹光","19","最近六個營業日累積收盤價漲幅達33.29%﹝第一款﹞。","114.08.22","6.20      ","-----     ",
"5","2401","凌陽","19","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.32倍。當日之成交量較最近六十個營業日之平均成交量放大為 14.43倍﹝第九款﹞。","114.08.22","25.50     ","-----     ",
"5","2468","華經","19",="08月21日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率67.40%，且08月21日當日沖銷成交量占該日總成交量比率76.22%﹝第十三款﹞","114.08.22","61.60     ","61.60     ",
"5","2491","吉祥全","19","最近六個營業日累積收盤價漲幅達31.96%。且08月22日之成交量為最近六十個營業日日平均成交量之11.76 倍﹝第三款﹞。","114.08.22","14.50     ","-----     ",
"5","2498","宏達電","19","最近六個營業日累積收盤價漲幅達37.58%﹝第一款﹞。且08月22日之成交量為最近六十個營業日日平均成交量之9.38倍﹝第三款﹞。且08月22日之週轉率為18.44%﹝第四款﹞。","114.08.22","61.00     ","31.12     ",
"5","3535","晶彩科","19","最近六個營業日之累積週轉率為62.56%。且08月22日之週轉率為19.40%﹝第十款﹞。","114.08.22","67.60     ","-----     ",
"5","3701","大眾控","19","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.64倍。當日之成交量較最近六十個營業日之平均成交量放大為 10.76倍﹝第九款﹞。","114.08.22","43.00     ","56.58     ",
"5","3715","定穎投控","19","最近六十個營業日起迄兩個營業日之收盤價漲幅達153.67% ﹝第二款﹞。","114.08.22","103.50    ","30.17     ",
"5","4722","國精化","19","最近六個營業日累積收盤價漲幅達35.18%﹝第一款﹞。","114.08.22","117.00    ","78.52     ",
"5","6449","鈺邦","19","最近六個營業日累積收盤價漲幅達28.20%。且08月22日之成交量為最近六十個營業日日平均成交量之8.82倍﹝第三款﹞。","114.08.22","166.50    ","29.63     ",
"5","6919","康霈*","19","最近六個營業日累積收盤價漲幅達35.40%﹝第一款﹞。","114.08.22","190.00    ","-----     ",
"5","8033","雷虎","19",="08月22日之本益比為 193.48，且股價淨值比為11.00 。另當日週轉率為26.52%，暨元大證券商成交買進金額達新臺幣壹億元以上，且占當日該有價證券總成交金額比率為28.04%。且其股價淨值比較該類股股價淨值比四倍以上﹝第六款﹞。","114.08.22","133.50    ","193.48    ",
"5","8201","無敵","19","最近六個營業日累積收盤價漲幅達42.06%﹝第一款﹞。且08月22日之成交量為最近六十個營業日日平均成交量之10.71 倍﹝第三款﹞。","114.08.22","16.30     ","-----     ",
"5","8222","寶一","19","最近六個營業日之累積週轉率為65.96%。且08月22日之週轉率為28.61%﹝第十款﹞。","114.08.22","52.40     ","74.86     ",
"5","8996","高力","19","最近六個營業日之累積週轉率為52.90%。且08月22日之週轉率為13.00%﹝第十款﹞。","114.08.22","382.00    ","62.73     ",
"5","911608","明輝-DR","19","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價135.25% ﹝第八款﹞。","114.08.22","2.90      ","-----     ",
"5","911868","同方友友-DR","19","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價83.33 % ﹝第八款﹞。","114.08.22","1.34      ","-----     ",
"6","1437","勤益控","24","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為7.22倍。當日之成交量較最近六十個營業日之平均成交量放大為 40.60倍﹝第九款﹞。","114.08.21","29.45     ","19.25     ",
"6","1727","中華化","24",="08月20日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率66.79%，且08月20日當日沖銷成交量占該日總成交量比率76.90%﹝第十三款﹞","114.08.21","36.65     ","122.17    ",
"6","2376","技嘉","24",="08月20日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率13.88%，且08月20日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為6.01倍﹝第十二款﹞","114.08.21","272.50    ","16.65     ",
"6","2380","虹光","24","最近六個營業日累積收盤價漲幅達40.38%﹝第一款﹞。且08月21日之成交量為最近六十個營業日日平均成交量之11.37 倍﹝第三款﹞。","114.08.21","6.03      ","-----     ",
"6","2420","新巨","24",="08月20日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率17.38%，且08月20日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為10.88 倍﹝第十二款﹞","114.08.21","59.10     ","15.63     ",
"6","2468","華經","24","最近六個營業日之累積週轉率為79.02%。且08月21日之週轉率為50.50%﹝第十款﹞。","114.08.21","61.10     ","61.10     ",
"6","2491","吉祥全","24","最近六個營業日累積收盤價漲幅達44.23%﹝第一款﹞。且08月21日之成交量為最近六十個營業日日平均成交量之11.35 倍﹝第三款﹞。","114.08.21","15.40     ","-----     ",
"6","2498","宏達電","24","最近六個營業日累積收盤價漲幅達36.03%﹝第一款﹞。且08月21日之成交量為最近六十個營業日日平均成交量之6.22倍﹝第三款﹞。且08月21日之週轉率為10.36%﹝第四款﹞。","114.08.21","60.00     ","30.61     ",
"6","3023","信邦","24",="08月20日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率16.02%，且08月20日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為6.38倍﹝第十二款﹞","114.08.21","227.50    ","16.23     ",
"6","3043","科風","24","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.60倍。當日之成交量較最近六十個營業日之平均成交量放大為 18.93倍﹝第九款﹞。","114.08.21","26.55     ","106.20    ",
"6","3058","立德","24","最近六個營業日累積收盤價漲幅達33.24%﹝第一款﹞。","114.08.21","13.00     ","-----     ",
"6","3059","華晶科","24","最近六個營業日之累積週轉率為54.32%。且08月21日之週轉率為18.47%﹝第十款﹞。","114.08.21","51.00     ","44.35     ",
"6","3167","大量","24","最近六十個營業日起迄兩個營業日之收盤價漲幅達159.74% 。最近九十個營業日起迄兩個營業日之收盤價漲幅達252.80% ﹝第二款﹞。","114.08.21","226.50    ","52.67     ",
"6","4555","氣立","24","最近六個營業日累積收盤價漲幅達26.57%。且08月21日之成交量為最近六十個營業日日平均成交量之20.76 倍﹝第三款﹞。且08月21日之週轉率為16.83%﹝第四款﹞。","114.08.21","50.50     ","-----     ",
"6","4571","鈞興-KY","24","最近六個營業日之累積週轉率為52.15%。且08月21日之週轉率為12.43%﹝第十款﹞。","114.08.21","199.50    ","19.99     ",
"6","4722","國精化","24","最近六個營業日累積收盤價漲幅達32.74%﹝第一款﹞。","114.08.21","115.00    ","77.18     ",
"6","6213","聯茂","24","最近六個營業日累積收盤價漲幅達28.22%。且08月21日之週轉率為15.88%﹝第四款﹞。","114.08.21","131.50    ","38.91     ",
"6","6431","光麗-KY","24","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.60倍。當日之成交量較最近六十個營業日之平均成交量放大為 32.64倍﹝第九款﹞。","114.08.21","15.70     ","-----     ",
"6","6573","虹揚-KY","24","最近六個營業日累積收盤價漲幅達32.01%﹝第一款﹞。","114.08.21","11.40     ","-----     ",
"6","6919","康霈*","24","最近六個營業日累積收盤價漲幅達38.45%。且六個營業日起迄兩個營業日收盤價價差達59.00 元﹝第一款﹞。最近九十個營業日起迄兩個營業日之收盤價漲幅達241.22% ﹝第二款﹞。","114.08.21","194.50    ","-----     ",
"6","8021","尖點","24","最近六十個營業日起迄兩個營業日之收盤價漲幅達229.53% 。最近九十個營業日起迄兩個營業日之收盤價漲幅達269.05% ﹝第二款﹞。","114.08.21","94.20     ","53.83     ",
"6","8072","陞泰","24",="08月20日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率66.43%，且08月20日當日沖銷成交量占該日總成交量比率73.59%﹝第十三款﹞","114.08.21","41.60     ","61.18     ",
"6","8201","無敵","24","最近六個營業日累積收盤價漲幅達31.40%。且08月21日之成交量為最近六十個營業日日平均成交量之11.72 倍﹝第三款﹞。","114.08.21","14.85     ","-----     ",
"6","911608","明輝-DR","24","公開資訊觀測站公告當日之前一個營業日臺灣存託憑證兩地收盤價溢價136.36% ﹝第八款﹞。","114.08.21","2.87      ","-----     ",
"7",="076688","臻鼎群益53購01","23","最近六個營業日累積收盤價漲幅達35.52%﹝第一款﹞。","114.08.20","4.46      ","-----     ",
"7","1409","新纖","23","最近六個營業日累積收盤價漲幅達28.91%。且08月20日之成交量為最近六十個營業日日平均成交量之6.94倍﹝第三款﹞。","114.08.20","16.45     ","22.23     ",
"7","1717","長興","23","最近六個營業日累積收盤價漲幅達36.06%﹝第一款﹞。","114.08.20","40.80     ","29.14     ",
"7","1727","中華化","23","最近六個營業日之累積週轉率為78.42%。且08月20日之週轉率為53.63%﹝第十款﹞。","114.08.20","38.35     ","127.83    ",
"7","1802","台玻","23",="08月19日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率60.70%，且08月19日當日沖銷成交量占該日總成交量比率61.98%﹝第十三款﹞","114.08.20","32.40     ","-----     ",
"7","2316","楠梓電","23","最近六個營業日累積收盤價漲幅達31.40%。且08月20日之週轉率為26.68%﹝第四款﹞。最近三十個營業日起迄兩個營業日之收盤價漲幅達114.01% 。最近六十個營業日起迄兩個營業日之收盤價漲幅達164.26% 。最近九十個營業日起迄兩個營業日之收盤價漲幅達214.84% ﹝第二款﹞。08月19日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率68.07%，且08月19日當日沖銷成交量占該日總成交量比率67.64%﹝第十三款﹞","114.08.20","113.00    ","14.23     ",
"7","2328","廣宇","23","最近六個營業日之累積週轉率為51.03%。且08月20日之週轉率為11.34%﹝第十款﹞。","114.08.20","48.45     ","23.87     ",
"7","2380","虹光","23","最近六個營業日累積收盤價漲幅達51.17%﹝第一款﹞。且08月20日之成交量為最近六十個營業日日平均成交量之24.53 倍﹝第三款﹞。","114.08.20","6.65      ","-----     ",
"7","2420","新巨","23",="08月19日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率13.30%，且08月19日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為12.58 倍﹝第十二款﹞","114.08.20","58.50     ","15.48     ",
"7","2481","強茂","23","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為6.13倍。當日之成交量較最近六十個營業日之平均成交量放大為 10.70倍﹝第九款﹞。","114.08.20","61.80     ","23.95     ",
"7","2491","吉祥全","23","最近六個營業日累積收盤價漲幅達33.74%﹝第一款﹞。且08月20日之成交量為最近六十個營業日日平均成交量之16.89 倍﹝第三款﹞。","114.08.20","14.00     ","-----     ",
"7","3058","立德","23","最近六個營業日累積收盤價漲幅達29.33%。且08月20日之成交量為最近六十個營業日日平均成交量之6.00倍﹝第三款﹞。","114.08.20","12.75     ","-----     ",
"7","3413","京鼎","23",="08月19日之最近六個營業日之借券賣出成交量占最近六個營業日總成交量比率19.45%，且08月19日借券賣出成交量較最近六十個營業日之日平均借券賣出成交量放大為5.39倍﹝第十二款﹞","114.08.20","273.50    ","12.00     ",
"7","3645","達邁","23","最近六個營業日之累積週轉率為154.18% 。且08月20日之週轉率為31.11%﹝第十款﹞。","114.08.20","74.70     ","67.30     ",
"7","3661","世芯-KY","23","六個營業日起迄兩個營業日收盤價價差達460.00元且當日收盤價為最近六個營業日收盤價最低者﹝第十一款﹞","114.08.20","3660.00   ","46.18     ",
"7","3715","定穎投控","23",="08月19日之最近六個營業日之當日沖銷成交量占最近六個營業日總成交量比率62.66%，且08月19日當日沖銷成交量占該日總成交量比率64.24%﹝第十三款﹞","114.08.20","95.00     ","27.70     ",
"7","4555","氣立","23","最近六個營業日平均成交量較最近六十個營業日之日平均成交量放大為5.76倍。當日之成交量較最近六十個營業日之平均成交量放大為 19.97倍﹝第九款﹞。","114.08.20","45.95     ","-----     ",
"7","4722","國精化","23","最近六個營業日累積收盤價漲幅達32.89%﹝第一款﹞。且08月20日之週轉率為19.79%﹝第四款﹞。","114.08.20","117.50    ","78.86     ",
"7","6213","聯茂","23","最近六個營業日累積收盤價漲幅達25.89%。且08月20日之週轉率為15.36%﹝第四款﹞。","114.08.20","128.50    ","38.02     ",
"7","6573","虹揚-KY","23","最近六個營業日累積收盤價漲幅達37.32%﹝第一款﹞。且08月20日之成交量為最近六十個營業日日平均成交量之13.60 倍﹝第三款﹞。","114.08.20","12.25     ","-----     ",
"7","6591","動力-KY","23","最近六個營業日之累積週轉率為77.94%。且08月20日之週轉率為22.61%﹝第十款﹞。","114.08.20","83.10     ","17.61     ",
"7","6669","緯穎","23","六個營業日起迄兩個營業日收盤價價差達400.00元且當日收盤價為最近六個營業日收盤價最低者﹝第十一款﹞","114.08.20","2985.00   ","15.72     ",
"7","6919","康霈*","23","最近六個營業日累積收盤價漲幅達29.25%。且08月20日之成交量為最近六十個營業日日平均成交量之7.66倍﹝第三款﹞。最近九十個營業日起迄兩個營業日之收盤價漲幅達180.41% ﹝第二款﹞。","114.08.20","177.50    ","-----     ",
"8","1409","新纖","26","最近六個營業日累積收盤價漲幅達36.89%﹝第一款﹞。且08月19日之成交量為最近六十個營業日日平均成交量之16.70 倍﹝第三款﹞。","114.08.19","17.80     ","24.05     ",
"8","1528","恩德","26","最近六個營業日之累積週轉率為120.89% 。且08月19日之週轉率為25.12%﹝第十款﹞。","114.08.19","21.30     ","-----     ",
"8","1717","長興","26","最近六個營業日累積收盤價漲幅達37.41%﹝第一款﹞。且08月19日之成交量為最近六十個營業日日平均成交量之11.76 倍﹝第三款﹞。","114.08.19","42.30     ","30.21     ",
"8","1802","台玻","26","最近六個營業日累積收盤價漲幅達39.51%﹝第一款﹞。且08月19日之成交量為最近六十個營業日日平均成交量之5.98倍﹝第三款﹞。且08月19日之週轉率為15.65%﹝第四款﹞。","114.08.19","35.95     ","-----     ",
"8","2022","聚亨","26","最近六個營業日累積收盤價漲幅達26.53%。且08月19日之成交量為最近六十個營業日日平均成交量之15.08 倍﹝第三款﹞。","114.08.19","9.40      ","-----     ",
"8","2231","為升","26","最近六個營業日累積收盤價漲幅達26.77%。且08月19日之成交量為最近六十個營業日日平均成交量之8.62倍﹝第三款﹞。","114.08.19","90.90     ","44.13     ",
"8","2316","楠梓電","26","最近六個營業日累積收盤價漲幅達27.38%。且08月19日之週轉率為25.44%﹝第四款﹞。最近六十個營業日起迄兩個營業日之收盤價漲幅達141.25% 。最近九十個營業日起迄兩個營業日之收盤價漲幅達205.76% ﹝第二款﹞。","114.08.19","103.00    ","12.97     ",
"8","2374","佳能","26","最近六個營業日之累積週轉率為85.17%。且08月19日之週轉率為10.91%﹝第十款﹞。","114.08.19","78.40     ","50.26     ",
"8","2380","虹光","26","最近六個營業日累積收盤價漲幅達44.55%﹝第一款﹞。且08月19日之成交量為最近六十個營業日日平均成交量之6.71倍﹝第三款﹞。","114.08.19","6.05      ","-----     ",
"8","2402","毅嘉","26","最近六個營業日累積收盤價漲幅達26.04%。且08月19日之週轉率為16.50%﹝第四款﹞。","114.08.19","59.00     ","22.01     ",
"8","2406","國碩","26","最近三十個營業日起迄兩個營業日之收盤價漲幅達135.71% ﹝第二款﹞。","114.08.19","26.40     ","-----     ",
